show_id,type,title,rating,duration,listed_in,description,year_added,tagged_description,categorie,emotion
s7689,Movie,P Se PM Tak,TV-14,117 min,"Comedies, Independent Movies, International Movies",A prostitute who is down on her luck gets caught in the middle of an elaborate scheme orchestrated by two local politicians.,2018,s7689 A prostitute who is down on her luck gets caught in the middle of an elaborate scheme orchestrated by two local politicians.,Comedies,disgust
s7690,TV Show,P. King Duckling,TV-Y,1 Season,"Kids' TV, TV Comedies","P. King, the daring but hapless duck, teams up with best buddies Wombat and Chumpkins to find wacky and wild ways to solve their problems.",2017,"s7690 P. King, the daring but hapless duck, teams up with best buddies Wombat and Chumpkins to find wacky and wild ways to solve their problems.",Kids' TV,neutral
s7691,Movie,P.S. I Love You,PG-13,126 min,"Dramas, Romantic Movies","When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.",2019,"s7691 When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.",Dramas,sadness
s7692,Movie,Paathi,TV-14,89 min,"Dramas, International Movies",A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner.,2018,s7692 A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner.,Dramas,disgust
s7693,Movie,Pablo Escobar: Angel or Demon?,NR,82 min,"Documentaries, International Movies",This documentary traces the steps of druglord Pablo Escobar with vivid eyewitness accounts that reconstruct his bloody reign in Colombia.,2018,s7693 This documentary traces the steps of druglord Pablo Escobar with vivid eyewitness accounts that reconstruct his bloody reign in Colombia.,Documentaries,disgust
s7694,TV Show,Pacific Heat,TV-14,1 Season,"Crime TV Shows, TV Comedies","In this animated satire, a covert squad of operatives short on smarts but long on confidence tackles crime on the glitzy Gold Coast of Australia.",2016,"s7694 In this animated satire, a covert squad of operatives short on smarts but long on confidence tackles crime on the glitzy Gold Coast of Australia.",Crime TV Shows,joy
s7695,Movie,Pahuyut Fighting Beat,TV-MA,82 min,"Action & Adventure, International Movies","When profit-seekers threaten to take over a bar in a tourist town, local martial artists put their skills to the test and fight back.",2018,"s7695 When profit-seekers threaten to take over a bar in a tourist town, local martial artists put their skills to the test and fight back.",Action & Adventure,fear
s7696,Movie,Paid in Full,R,98 min,"Action & Adventure, Dramas",This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.,2019,s7696 This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.,Action & Adventure,neutral
s7697,Movie,Paint It Black,R,96 min,Dramas,"In the wake of a young artistâs suicide, his pianist mother and his despairing girlfriend square off in a living nightmare beset by guilt and blame.",2018,"s7697 In the wake of a young artistâs suicide, his pianist mother and his despairing girlfriend square off in a living nightmare beset by guilt and blame.",Dramas,sadness
s7698,Movie,Painted Faces,TV-PG,108 min,"Dramas, International Movies","In this dramatized rendition, students undergo rigorous study at Master Yu's Peking Opera school, a cradle for future Hong Kong film stars.",2018,"s7698 In this dramatized rendition, students undergo rigorous study at Master Yu's Peking Opera school, a cradle for future Hong Kong film stars.",Dramas,neutral
s7699,TV Show,Pajanimals,TV-Y,1 Season,Kids' TV,"From the comfort of their bedroom, the Pajanimals puppets explore a larger world through imaginary adventures, accompanied by friendships and songs.",2020,"s7699 From the comfort of their bedroom, the Pajanimals puppets explore a larger world through imaginary adventures, accompanied by friendships and songs.",Kids' TV,neutral
s7700,Movie,Palio,TV-14,91 min,"Documentaries, International Movies, Sports Movies","In this documentary, a centuries-old horse race in the city of Siena, Italy, is the forum for a showdown between a young jockey and his former mentor.",2016,"s7700 In this documentary, a centuries-old horse race in the city of Siena, Italy, is the forum for a showdown between a young jockey and his former mentor.",Documentaries,neutral
s7701,Movie,Palm Trees in the Snow,TV-MA,163 min,"Dramas, International Movies, Romantic Movies","Finding a tantalizing clue in an old letter, a young woman journeys to her family's tropical plantation to uncover generations of secrets.",2016,"s7701 Finding a tantalizing clue in an old letter, a young woman journeys to her family's tropical plantation to uncover generations of secrets.",Dramas,neutral
s7702,Movie,Panic Room,R,112 min,Thrillers,A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.,2019,s7702 A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.,Thrillers,disgust
s7703,Movie,Papa the Great,TV-PG,137 min,"Comedies, Dramas, International Movies","After witnessing a murder, a meek family man must summon his courage when he finds himself on the wrong side of a notorious gangster.",2017,"s7703 After witnessing a murder, a meek family man must summon his courage when he finds himself on the wrong side of a notorious gangster.",Comedies,disgust
s7704,Movie,Paper Year,TV-MA,89 min,"Dramas, Independent Movies, Romantic Movies","A young newlywed tries to keep her relationship afloat after developing feelings for her older, TV writer boss.",2019,"s7704 A young newlywed tries to keep her relationship afloat after developing feelings for her older, TV writer boss.",Dramas,disgust
s7705,Movie,Paranormal Activity,R,86 min,"Horror Movies, Thrillers","When Katie and Micah fear their home may be haunted by a demonic presence, Micah sets up a video camera to document all the action.",2020,"s7705 When Katie and Micah fear their home may be haunted by a demonic presence, Micah sets up a video camera to document all the action.",Horror Movies,fear
s7706,TV Show,Paranormal Survivor,TV-14,2 Seasons,Docuseries,"In interviews and reenactments, ordinary people relive their terrifying encounters with unwelcome guests from beyond the world of the living.",2017,"s7706 In interviews and reenactments, ordinary people relive their terrifying encounters with unwelcome guests from beyond the world of the living.",Docuseries,fear
s7707,Movie,Pardes,TV-14,187 min,"Dramas, International Movies, Romantic Movies","Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself.",2018,"s7707 Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself.",Dramas,joy
s7708,Movie,Pareeth Pandaari,TV-PG,109 min,"Dramas, Independent Movies, International Movies","As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations.",2018,"s7708 As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations.",Dramas,neutral
s7709,Movie,Paris Is Burning,R,77 min,"Classic Movies, Cult Movies, Documentaries","This Sundance prize-winning documentary is an intimate portrait of 1980s Harlem drag balls: a world of fierce competition, sustenance, and survival.",2017,"s7709 This Sundance prize-winning documentary is an intimate portrait of 1980s Harlem drag balls: a world of fierce competition, sustenance, and survival.",Classic Movies,neutral
s7710,TV Show,Parks and Recreation,TV-14,7 Seasons,TV Comedies,"In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy.",2016,"s7710 In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy.",TV Comedies,disgust
s7711,TV Show,PasiÃ³n de Gavilanes,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Three brothers seek to avenge the tragic death of a loved one, but become emotionally entangled with the daughters of those they hold responsible.",2017,"s7711 Three brothers seek to avenge the tragic death of a loved one, but become emotionally entangled with the daughters of those they hold responsible.",International TV Shows,anger
s7712,Movie,Passenger 57,R,84 min,Action & Adventure,Air marshal John Cutter must stop notorious terrorist Charles Rane from killing hostages on board a flight that should have delivered Rane to jail.,2021,s7712 Air marshal John Cutter must stop notorious terrorist Charles Rane from killing hostages on board a flight that should have delivered Rane to jail.,Action & Adventure,fear
s7713,Movie,Patiala House,TV-PG,140 min,"Dramas, International Movies, Sports Movies","A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer.",2017,"s7713 A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer.",Dramas,joy
